7493	neg	if this is an example of the type of project that robert redford 's lab is willing to lend its imprimatur to , then perhaps it 's time to rethink independent films .
6998	neg	even on those rare occasions when the narrator stops yammering , miller 's hand often feels unsure .
1241	pos	collateral damage finally delivers the goods for schwarzenegger fans .
6824	neg	it 's mildly amusing , but i certainly ca n't recommend it .
8494	neg	ram dass fierce grace moulds itself as an example to up-and-coming documentarians , of the overlooked pitfalls of such an endeavour .
5383	neg	imagine the cleanflicks version of 'love story , ' with ali macgraw 's profanities replaced by romance-novel platitudes .
5650	neg	the script by vincent r . nebrida . . . tries to cram too many ingredients into one small pot .
5801	neg	brisk hack job .
1629	pos	miller tells this very compelling tale with little fuss or noise , expertly plucking tension from quiet .
3365	pos	one of the smarter offerings the horror genre has produced in recent memory , even if it 's far tamer than advertised .
910	pos	cuts right through the b . s . giving a big middle-fingered `` shut up `` to those who talk up what is nothing more than two guys beating the hell outta one another .
1306	pos	beneath clouds is a succinct low-budget film whose compelling characters and intelligent script are exactly what was missing from rabbit-proof fence .
2559	pos	it 's a tour de force , written and directed so quietly that it 's implosion rather than explosion you fear .
3897	pos	nicks sustains the level of exaggerated , stylized humor throughout by taking your expectations and twisting them just a bit .
9588	neg	every conceivable mistake a director could make in filming opera has been perpetrated here .
5369	neg	. . . if you 're just in the mood for a fun -- but bad -- movie , you might want to catch freaks as a matinee .
6669	neg	it 's not as awful as some of the recent hollywood trip tripe . . . but it 's far from a groundbreaking endeavor .
889	pos	a compelling portrait of moral emptiness
990	pos	andy garcia enjoys one of his richest roles in years and mick jagger gives his best movie performance since , well , performance .
6157	neg	national lampoon 's van wilder may aim to be the next animal house , but it more closely resembles this year 's version of tomcats .
2805	pos	triumph of love is a very silly movie , but the silliness has a pedigree .
4747	pos	it may be a no-brainer , but at least it 's a funny no-brainer .
8766	neg	the film 's maudlin focus on the young woman 's infirmity and her naive dreams play like the worst kind of hollywood heart-string plucking .
2096	pos	a quiet , disquieting triumph .
1142	pos	suffers from the lack of a compelling or comprehensible narrative . still , as a visual treat , the film is almost unsurpassed .
3105	pos	[ leigh ] has a true talent for drawing wrenching performances from his actors ( improvised over many months ) and for conveying the way tiny acts of kindness make ordinary life survivable .
5594	neg	although it tries to be much more , it 's really just another major league .
8242	neg	lacking gravitas , macdowell is a placeholder for grief , and ergo this sloppy drama is an empty vessel . leave these flowers unpicked -- they 're dead on the vine .
9917	neg	instead of using george and lucy 's most obvious differences to ignite sparks , lawrence desperately looks elsewhere , seizing on george 's haplessness and lucy 's personality tics .
8903	neg	somewhere inside the mess that is world traveler , there is a mediocre movie trying to get out .
9192	neg	sheridan 's take on the author 's schoolboy memoir . . . is a rather toothless take on a hard young life .
7674	neg	whatever eyre 's failings as a dramatist , he deserves credit for bringing audiences into this hard and bitter place .
6963	neg	k-19 exploits our substantial collective fear of nuclear holocaust to generate cheap hollywood tension .
3218	pos	captures that perverse element of the kafkaesque where identity , overnight , is robbed and replaced with a persecuted `` other . ``
4943	pos	a well-rounded tribute to a man whose achievements -- and complexities -- reached far beyond the end zone .
6828	neg	may cause you to bite your tongue to keep from laughing at the ridiculous dialog or the oh-so convenient plot twists .
273	pos	thankfully , the film , which skirts that rapidly deteriorating line between fantasy and reality . . . takes a tongue-in-cheek attitude even as it pushes the croc hunter agenda .
9422	neg	freundlich 's made [ crudup ] a suburban architect , and a cipher .
6895	neg	because of an unnecessary and clumsy last scene , 'swimfan ' left me with a very bad feeling .
4584	pos	disney aficionados will notice distinct parallels between this story and the 1971 musical `` bedknobs and broomsticks , `` which also dealt with british children rediscovering the power of fantasy during wartime .
2422	pos	`` me without you `` is a probing examination of a female friendship set against a few dynamic decades .
3528	pos	there 's no conversion effort , much of the writing is genuinely witty and both stars are appealing enough to probably have a good shot at a hollywood career , if they want one .
4933	pos	a movie of riveting power and sadness .
3801	pos	vividly demonstrates that the director of such hollywood blockbusters as patriot games can still turn out a small , personal film with an emotional wallop .
7026	neg	it 's difficult to imagine the process that produced such a script , but here 's guessing that spray cheese and underarm noises played a crucial role .
6161	neg	more of a career curio than a major work .
2548	pos	the film 's messages of tolerance and diversity are n't particularly original , but one ca n't help but be drawn in by the sympathetic characters .
8286	neg	leaves you with a knot in your stomach , its power is undercut by its own head-banging obviousness .
5920	neg	everything 's serious , poetic , earnest and -- sadly -- dull .
2022	pos	a smart , arch and rather cold-blooded comedy .
4638	pos	nolan proves that he can cross swords with the best of them and helm a more traditionally plotted popcorn thriller while surrendering little of his intellectual rigor or creative composure .
1484	pos	it cuts to the core of what it actually means to face your fears , to be a girl in a world of boys , to be a boy truly in love with a girl , and to ride the big metaphorical wave that is life -- wherever it takes you .
5646	neg	it 's mildly interesting to ponder the peculiar american style of justice that plays out here , but it 's so muddled and derivative that few will bother thinking it all through .
7092	neg	a by-the-numbers patient/doctor pic that covers all the usual ground
379	pos	george clooney proves he 's quite a talented director and sam rockwell shows us he 's a world-class actor with confessions of a dangerous mind .
3623	pos	feeling like a dope has rarely been more fun than it is in nine queens .
7144	neg	an appalling 'ace ventura ' rip-off that somehow manages to bring together kevin pollak , former wrestler chyna and dolly parton . if any of them list this 'credit ' on their resumes in the future , that 'll be much funnier than anything in the film . . .
1831	pos	a captivating new film .
3508	pos	maintains your interest until the end and even leaves you with a few lingering animated thoughts .
4773	pos	far more successful , if considerably less ambitious , than last year 's kubrick-meets-spielberg exercise .
6912	neg	hey arnold ! the movie could have been made 40 years ago , and parents ' appreciation of it may depend on whether they consider that a good thing .
9866	neg	despite some comic sparks , welcome to collinwood never catches fire .
750	pos	a marvellous journey from childhood idealism to adolescent self-absorption .
4146	pos	compulsively watchable , no matter how degraded things get .
9325	neg	tends to plod .
7933	neg	the parts are better than the whole ( bizarre , funny , tragic - like love in new york ) .
1329	pos	a superbly acted and funny/gritty fable of the humanizing of one woman at the hands of the unseen forces of fate .
4300	pos	metaphors abound , but it is easy to take this film at face value and enjoy its slightly humorous and tender story .
4007	pos	superb production values & christian bale 's charisma make up for a derivative plot .
2867	pos	in auteil 's less dramatic but equally incisive performance , he 's a charismatic charmer likely to seduce and conquer .
6317	neg	a slight and obvious effort , even for one whose target demographic is likely still in the single digits , age-wise .
6698	neg	on top of a foundering performance , [ madonna 's ] denied her own athleticism by lighting that emphasizes every line and sag .
6951	neg	well-nigh unendurable . . . though the picture strains to become cinematic poetry , it remains depressingly prosaic and dull .
1702	pos	k-19 : the widowmaker is derivative , overlong , and bombastic -- yet surprisingly entertaining .
9861	neg	shafer 's feature does n't offer much in terms of plot or acting .
785	pos	a provocative movie about loss , anger , greed , jealousy , sickness and love .
4976	pos	what begins as a film in the tradition of the graduate quickly switches into something more recyclable than significant .
592	pos	a quietly reflective and melancholy new zealand film about an eventful summer in a 13-year-old girl 's life .
2138	pos	you really have to salute writer-director haneke ( he adapted elfriede jelinek 's novel ) for making a film that is n't nearly as graphic but much more powerful , brutally shocking and difficult to watch .
9354	neg	when the casting call for this movie went out , it must have read 'seeking anyone with acting ambition but no sense of pride or shame . '
7938	neg	any one episode of the sopranos would send this ill-conceived folly to sleep with the fishes .
7258	neg	the overall effect is less like a children 's movie than a recruitment film for future hollywood sellouts .
5497	neg	calculated swill .
1041	pos	flawed but worthy look at life in u . s . relocation camps .
5071	pos	a big-budget/all-star movie as unblinkingly pure as the hours is a distinct rarity , and an event .
3958	pos	offers a guilt-free trip into feel-good territory .
105	pos	if it 's possible for a sequel to outshine the original , then sl2 does just that .
1721	pos	stands as one of the year 's most intriguing movie experiences , letting its imagery speak for it while it forces you to ponder anew what a movie can be .
94	pos	while mcfarlane 's animation lifts the film firmly above the level of other coming-of-age films . . . it 's also so jarring that it 's hard to get back into the boys ' story .
10139	neg	suffers from unlikable characters and a self-conscious sense of its own quirky hipness .
3603	pos	great fun both for sports aficionados and for ordinary louts whose idea of exercise is climbing the steps of a stadium-seat megaplex .
6067	neg	the film 's overall mood and focus is interesting but constantly unfulfilling .
2772	pos	almost everyone growing up believes their family must look like `` the addams family `` to everyone looking in . . . `` my big fat greek wedding `` comes from the heart . . .
3448	pos	despite its floating narrative , this is a remarkably accessible and haunting film .
10295	neg	another boorish movie from the i-heard-a-joke- at-a-frat-party school of screenwriting .
1290	pos	the mesmerizing performances of the leads keep the film grounded and keep the audience riveted .
5539	neg	the whole affair is as predictable as can be .
1654	pos	what could have been a daytime soap opera is actually a compelling look at a young woman 's tragic odyssey .
9815	neg	i 'm not sure which is worse : the poor acting by the ensemble cast , the flat dialogue by vincent r . nebrida or the gutless direction by laurice guillen .
10396	neg	a sloppy slapstick throwback to long gone bottom-of-the-bill fare like the ghost and mr . chicken .
10599	neg	barney throws away the goodwill the first half of his movie generates by orchestrating a finale that is impenetrable and dull .
10381	neg	[ a ] boldly stroked , luridly coloured , uni-dimensional nonsense machine that strokes the eyeballs while it evaporates like so much crypt mist in the brain .
6037	neg	whatever satire lucky break was aiming for , it certainly got lost in the `` soon-to-be-forgettable `` section of the quirky rip-off prison romp pile . it 's petty thievery like this that puts flimsy flicks like this behind bars
7016	neg	in exactly 89 minutes , most of which passed as slowly as if i 'd been sitting naked on an igloo , formula 51 sank from quirky to jerky to utter turkey .
9694	neg	anyone who suffers through this film deserves , at the very least , a big box of consolation candy .
2076	pos	once the downward spiral comes to pass , auto focus bears out as your typical junkie opera . . .
9490	neg	director elie chouraqui , who co-wrote the script , catches the chaotic horror of war , but why bother if you 're going to subjugate truth to the tear-jerking demands of soap opera ?
1034	pos	there is a kind of attentive concern that hoffman brings to his characters , as if he has been giving them private lessons , and now it is time for their first public recital .
2001	pos	the film sparkles with the the wisdom and humor of its subjects .
1331	pos	there is a fabric of complex ideas here , and feelings that profoundly deepen them .
1826	pos	an inventive , absorbing movie that 's as hard to classify as it is hard to resist .
426	pos	whether kiss is a future cult classic or destined to be completely forgotten is open to question , but the risk-takers in the crowd should check it out and form their own opinion .
2237	pos	a raunchy and frequently hilarious follow-up to the gifted korean american stand-up 's i 'm the one that i want .
9784	neg	at once overly old-fashioned in its sudsy plotting and heavy-handed in its effort to modernize it with encomia to diversity and tolerance .
801	pos	a map of the inner rhythms of love and jealousy and sacrifice drawn with a master 's steady stroke .
8864	neg	with the dog days of august upon us , think of this dog of a movie as the cinematic equivalent of high humidity .
4094	pos	in many ways , reminiscent of 1992 's unforgiven which also utilized the scintillating force of its actors to draw out the menace of its sparse dialogue .
3306	pos	feardotcom 's thrills are all cheap , but they mostly work .
5980	neg	the new film of anton chekhov 's the cherry orchard puts the 'ick ' in 'classic . '
8970	neg	return to neverland manages to straddle the line between another classic for the company and just another run-of-the-mill disney sequel intended for the home video market .
5611	neg	it 's hard to imagine any recent film , independent or otherwise , that makes as much of a mess as this one .
722	pos	flavorful and romantic , you could call this how martha got her groove back -- assuming , that is , she ever had one to begin with .
7342	neg	van wilder brings a whole new meaning to the phrase 'comedy gag . ' at least one scene is so disgusting that viewers may be hard pressed to retain their lunch .
6523	neg	a fragile framework upon which to hang broad , mildly fleshed-out characters that seem to have been conjured up only 10 minutes prior to filming .
2661	pos	tsai ming-liang 's ghosts are painfully aware of their not-being .
673	pos	is n't quite the equal of woo 's best earlier work , but it 's easily his finest american film . . . comes close to recapturing the brilliance of his hong kong films .
7023	neg	to my taste , the film 's comic characters come perilously close to being amoses and andys for a new generation .
151	pos	here 's a british flick gleefully unconcerned with plausibility , yet just as determined to entertain you .
3708	pos	there are times when you wish that the movie had worked a little harder to conceal its contrivances , but brown sugar turns out to be a sweet and enjoyable fantasy .
3586	pos	easily one of the best and most exciting movies of the year .
1592	pos	allen shows he can outgag any of those young whippersnappers making moving pictures today .
4646	pos	a stylish cast and some clever scripting solutions help chicago make the transition from stage to screen with considerable appeal intact .
3038	pos	for those of an indulgent , slightly sunbaked and summery mind , sex and lucia may well prove diverting enough .
4497	pos	it may scream low budget , but this charmer has a spirit that can not be denied .
581	pos	the drama is played out with such aching beauty and truth that it brings tears to your eyes .
2493	pos	offers an interesting look at the rapidly changing face of beijing .
4901	pos	like a precious and finely cut diamond , magnificent to behold in its sparkling beauty yet in reality it 's one tough rock .
7716	neg	so stupid , so ill-conceived , so badly drawn , it created whole new levels of ugly .
3509	pos	there is a beautiful , aching sadness to it all . paul cox needed to show it . it is up to you to decide if you need to see it .
9608	neg	this rough trade punch-and-judy act did n't play well then and it plays worse now .
9041	neg	`matrix'-style massacres erupt throughout . . . but the movie has a tougher time balancing its violence with kafka-inspired philosophy .
510	pos	a depressing confirmation of everything those of us who do n't object to the description `` unelected `` have suspected all along : george w . bush is an incurious , uncharismatic , overgrown frat boy with a mean streak a mile wide .
8338	neg	even if britney spears is really cute , her movie is really bad .
5308	pos	. . . a sweetly affecting story about four sisters who are coping , in one way or another , with life 's endgame .
2618	pos	diggs and lathan are among the chief reasons brown sugar is such a sweet and sexy film .
8883	neg	priggish , lethargically paced parable of renewal .
7813	neg	. . . watching this film nearly provoked me to take my own life . and if the hours wins 'best picture ' i just might .
760	pos	andersson creates a world that 's at once surreal and disturbingly familiar ; absurd , yet tremendously sad .
8899	neg	maybe you 'll be lucky , and there 'll be a power outage during your screening so you can get your money back .
5527	neg	a feature-length , r-rated , road-trip version of mama 's family .
5976	neg	kurys never shows why , of all the period 's volatile romantic lives , sand and musset are worth particular attention .
9699	neg	attal 's hang-ups surrounding infidelity are so old-fashioned and , dare i say , outdated , it 's a wonder that he could n't have brought something fresher to the proceedings simply by accident .
266	pos	an incendiary , deeply thought-provoking look at one of the most peculiar ( and peculiarly venomous ) bigotries in our increasingly frightening theocracy
4478	pos	it seems impossible that an epic four-hour indian musical about a cricket game could be this good , but it is .
116	pos	this may not have the dramatic gut-wrenching impact of other holocaust films , but it 's a compelling story , mainly because of the way it 's told by the people who were there .
9233	neg	nothing about the film -- with the possible exception of elizabeth hurley 's breasts -- is authentic .
10111	neg	a fake street drama that keeps telling you things instead of showing them .
7800	neg	a turgid little history lesson , humourless and dull .
9038	neg	muddled , melodramatic paranormal romance is an all-time low for kevin costner .
1505	pos	one of those energetic surprises , an original that pleases almost everyone who sees it .
10097	neg	starts out mediocre , spirals downward , and thuds to the bottom of the pool with an utterly incompetent conclusion .
9652	neg	not good enough to pass for a litmus test of the generation gap and not bad enough to repulse any generation of its fans .
1360	pos	moody , heartbreaking , and filmed in a natural , unforced style that makes its characters seem entirely convincing even when its script is not .
428	pos	there are moments it can be heart-rending in an honest and unaffected ( and gentle ) way .
9159	neg	only two-fifths of a satisfying movie experience .
4730	pos	an admirable , sometimes exceptional film
8485	neg	ponderous , plodding soap opera disguised as a feature film .
4006	pos	a deliberative account of a lifestyle characterized by its surface-obsession  one that typifies the delirium of post , pre , and extant stardom .
27	pos	an idealistic love story that brings out the latent 15-year-old romantic in everyone .
9848	neg	even as i valiantly struggled to remain interested , or at least conscious , i could feel my eyelids . . . getting . . . very . . . heavy . . .
6853	neg	it 's too self-important and plodding to be funny , and too clipped and abbreviated to be an epic .
1335	pos	as unseemly as its title suggests .
10319	neg	at best this is a film for the under-7 crowd . but it would be better to wait for the video . and a very rainy day .
9455	neg	i 'm all for the mentally challenged getting their fair shot in the movie business , but surely it does n't have to be as a collection of keening and self-mutilating sideshow geeks .
10433	neg	competently directed but terminally cute drama .
5940	neg	despite an impressive roster of stars and direction from kathryn bigelow , the weight of water is oppressively heavy .
10552	neg	. . . a ho-hum affair , always watchable yet hardly memorable .
2349	pos	it ai n't art , by a long shot , but unlike last year 's lame musketeer , this dumas adaptation entertains .
1388	pos	'frailty `` starts out like a typical bible killer story , but it turns out to be significantly different ( and better ) than most films with this theme .
4238	pos	beating the austin powers films at their own game , this blaxploitation spoof downplays the raunch in favor of gags that rely on the strength of their own cleverness as opposed to the extent of their outrageousness .
9280	neg	wallace gets a bit heavy handed with his message at times , and has a visual flair that waxes poetic far too much for our taste .
4191	pos	miller comes at film with bracing intelligence and a vision both painterly and literary .
3800	pos	there are n't many conclusive answers in the film , but there is an interesting story of pointed personalities , courage , tragedy and the little guys vs . the big guys .
10103	neg	green ruins every single scene he 's in , and the film , while it 's not completely wreaked , is seriously compromised by that .
8586	neg	suffers from a flat script and a low budget .
558	pos	you do n't have to be an especially tough grader to give a charitable b-minus to the emperor 's club .
9788	neg	what 's the most positive thing that can be said about the new rob schneider vehicle ? well , it 's not as pathetic as the animal .
3770	pos	it remains to be seen whether statham can move beyond the crime-land action genre , but then again , who says he has to ?
3390	pos	even though it 's common knowledge that park and his founding partner , yong kang , lost kozmo in the end , you ca n't help but get caught up in the thrill of the company 's astonishing growth .
6462	neg	the film lapses too often into sugary sentiment and withholds delivery on the pell-mell pyrotechnics its punchy style promises .
8862	neg	the narrator and the other characters try to convince us that acting transfigures esther , but she 's never seen speaking on stage ; one feels cheated , and esther seems to remain an unchanged dullard .
5837	neg	the only thing that distinguishes a randall wallace film from any other is the fact that there is nothing distinguishing in a randall wallace film .
5097	pos	a genuine mind-bender .
10393	neg	this movie plays like an extended dialogue exercise in retard 101 .
9168	neg	this romantic/comedy asks the question how much souvlaki can you take before indigestion sets in .
1263	pos	for anyone unfamiliar with pentacostal practices in general and theatrical phenomenon of hell houses in particular , it 's an eye-opener .
6659	neg	the movie does n't think much of its characters , its protagonist , or of us .
4902	pos	in addition to scoring high for originality of plot -- putting together familiar themes of family , forgiveness and love in a new way -- lilo & stitch has a number of other assets to commend it to movie audiences both innocent and jaded .
8736	neg	disreputable doings and exquisite trappings are dampened by a lackluster script and substandard performances .
724	pos	thurman and lewis are hilarious throughout .
771	pos	cho 's fearless in picking apart human foibles , not afraid to lay her life bare in front of an audience . her delivery and timing are flawless .
4603	pos	an ambitious and moving but bleak film .
10407	neg	a film that clearly means to preach exclusively to the converted .
641	pos	troubling and powerful .
8957	neg	it tells its story in a flat manner and leaves you with the impression that you should have gotten more out of it than you did .
4283	pos	the film does give a pretty good overall picture of the situation in laramie following the murder of matthew shepard .
9868	neg	shows moments of promise but ultimately succumbs to cliches and pat storytelling .
7718	neg	enduring love but exhausting cinema .
8452	neg	a derivative collection of horror and sci-fi cliches .
1489	pos	while its careful pace and seemingly opaque story may not satisfy every moviegoer 's appetite , the film 's final scene is soaringly , transparently moving .
9288	neg	it 's a hellish , numbing experience to watch , and it does n't offer any insights that have n't been thoroughly debated in the media already , back in the dahmer heyday of the mid-'90s .
2569	pos	star/producer salma hayek and director julie taymor have infused frida with a visual style unique and inherent to the titular character 's paintings and in the process created a masterful work of art of their own .
5804	neg	the maudlin way its story unfolds suggests a director fighting against the urge to sensationalize his material .
1328	pos	the film may appear naked in its narrative form . . . but it goes deeper than that , to fundamental choices that include the complexity of the catholic doctrine
3577	pos	that rare documentary that incorporates so much of human experience -- drama , conflict , tears and surprise -- that it transcends the normal divisions between fiction and nonfiction film .
2080	pos	in all fairness , i must report that the children of varying ages in my audience never coughed , fidgeted or romped up and down the aisles for bathroom breaks .
10117	neg	a distinctly mixed bag , the occasional bursts of sharp writing alternating with lots of sloppiness and the obligatory moments of sentimental ooze .
8793	neg	it 's hard to imagine another director ever making his wife look so bad in a major movie .
9997	neg	such a wildly uneven hit-and-miss enterprise , you ca n't help suspecting that it was improvised on a day-to-day basis during production .
8721	neg	a negligible british comedy .
9186	neg	little more than a well-mounted history lesson .
10655	neg	his [ nelson 's ] screenplay needs some serious re-working to show more of the dilemma , rather than have his characters stage shouting matches about it .
5462	neg	fails as a dystopian movie , as a retooling of fahrenheit 451 , and even as a rip-off of the matrix .
4302	pos	the best comedy concert movie i 've seen since cho 's previous concert comedy film , i 'm the one that i want , in 2000 .
2613	pos	a typically observant , carefully nuanced and intimate french coming-of-age film that is an encouraging debut feature but has a needlessly downbeat ending that is too heavy for all that has preceded it .
138	pos	the film overcomes the regular minefield of coming-of-age cliches with potent doses of honesty and sensitivity .
7598	neg	as conceived by mr . schaeffer , christopher and grace are little more than collections of quirky traits lifted from a screenwriter 's outline and thrown at actors charged with the impossible task of making them jell .
4023	pos	the movie , despite its rough edges and a tendency to sag in certain places , is wry and engrossing .
3409	pos	nohe 's documentary about the event is sympathetic without being gullible : he is n't blind to the silliness , but also captures moments of spontaneous creativity and authentic co-operative interaction .
9152	neg	she 's not yet an actress , not quite a singer . . .
9951	neg	show me the mugging .
4885	pos	[ grant ] goes beyond his usual fluttering and stammering and captures the soul of a man in pain who gradually comes to recognize it and deal with it .
7410	neg	imagine a really bad community theater production of west side story without the songs .
9387	neg	writer-director randall wallace has bitten off more than he or anyone else could chew , and his movie veers like a drunken driver through heavy traffic .
3440	pos	what makes the movie special is its utter sincerity .
5993	neg	hip-hop prison thriller of stupefying absurdity .
4604	pos	it 's too harsh to work as a piece of storytelling , but as an intellectual exercise -- an unpleasant debate that 's been given the drive of a narrative and that 's been acted out -- the believer is nothing less than a provocative piece of work .
8321	neg	murder and mayhem of this sort quickly becomes monotonous .
1586	pos	'no es la mejor cinta de la serie , ni la mejor con brosnan a la cabeza , pero de que entretiene ni duda cabe . '
10230	neg	the romance between the leads is n't as compelling or as believable as it should be .
4970	pos	by its modest , straight-ahead standards , undisputed scores a direct hit .
363	pos	it 's a movie -- and an album -- you wo n't want to miss .
6974	neg	a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness .
7315	neg	hit and miss as far as the comedy goes and a big ole ' miss in the way of story .
7814	neg	by the end , i was looking for something hard with which to bludgeon myself unconscious .
7010	neg	manages to show life in all of its banality when the intention is quite the opposite .
2582	pos	not a bad choice here , assuming that . . . the air-conditioning in the theater is working properly .
8196	neg	a great ending does n't make up for a weak movie , and crazy as hell does n't even have a great ending .
4120	pos	a pleasant piece of escapist entertainment .
4666	pos	uplifting , funny and wise .
6533	neg	the movie is a desperate miscalculation . it gives poor dana carvey nothing to do that is really funny , and then expects us to laugh because he acts so goofy all the time .
2939	pos	the film is a fierce dance of destruction . its flame-like , roiling black-and-white inspires trembling and gratitude .
2583	pos	a fine effort , an interesting topic , some intriguing characters and a sad ending . certainly the big finish was n't something galinsky and hawley could have planned for . . . but part of being a good documentarian is being there when the rope snaps .
1910	pos	this familiar rise-and-fall tale is long on glamour and short on larger moralistic consequences , though it 's told with sharp ears and eyes for the tenor of the times .
5504	neg	this 10th film in the series looks and feels tired .
6481	neg	it 's a very sincere work , but it would be better as a diary or documentary .
8822	neg	trouble every day is a success in some sense , but it 's hard to like a film so cold and dead .
9155	neg	there is only so much baked cardboard i need to chew .
2921	pos	a meditation on faith and madness , frailty is blood-curdling stuff .
9910	neg	the chateau . . . is less concerned with cultural and political issues than doting on its eccentric characters .
5884	neg	. . . contains very few laughs and even less surprises .
3736	pos	allen se atreve a atacar , a atacarse y nos ofrece gags que van de la sonrisa a la risa de larga duración
9392	neg	what little atmosphere is generated by the shadowy lighting , macabre sets , and endless rain is offset by the sheer ugliness of everything else .
9478	neg	i 'll go out on a limb . it is n't quite one of the worst movies of the year . it 's just merely very bad .
8389	neg	while the mystery surrounding the nature of the boat 's malediction remains intriguing enough to sustain mild interest , the picture refuses to offer much accompanying sustenance in the way of characterization , humor or plain old popcorn fun .
10183	neg	the connected stories of breitbart and hanussen are actually fascinating , but the filmmaking in invincible is such that the movie does not do them justice .
2826	pos	deflated ending aside , there 's much to recommend the film .
7826	neg	despite the premise of a good story . . . it wastes all its star power on cliched or meaningless roles .
7187	neg	better to just call it abc kiarostami . for aids and africa are nothing more than part of the scenery .
5386	neg	an odd , haphazard , and inconsequential romantic comedy .
3942	pos	i simply ca n't recommend it enough .
917	pos	there was time on that second round to see the subtleties of ramsay 's portrait of grief .
3149	pos	borrows a bit from the classics `` wait until dark `` and `` extremities `` . . . but in terms of its style , the movie is in a class by itself .
8572	neg	has the disjointed feel of a bunch of strung-together tv episodes .
8008	neg	i 'd give real money to see the perpetrators of chicago torn apart by dingoes .
5319	pos	peralta captures , in luminous interviews and amazingly evocative film from three decades ago , the essence of the dogtown experience .
6333	neg	complex , sinuously plotted and , somehow , off-puttingly cold .
9405	neg	a smug and convoluted action-comedy that does n't allow an earnest moment to pass without reminding audiences that it 's only a movie .
10129	neg	this slender plot feels especially thin stretched over the nearly 80-minute running time .
2664	pos	the performances are uniformly good .
1801	pos	it does give a taste of the burning man ethos , an appealing blend of counter-cultural idealism and hedonistic creativity .
5106	pos	red dragon makes one appreciate silence of the lambs .
5173	pos	smarter than its commercials make it seem .
8897	neg	although no pastry is violated , this nasty comedy pokes fun at the same easy targets as other rowdy raunch-fests -- farts , boobs , unmentionables -- without much success .
6375	neg	a frankenstein mishmash that careens from dark satire to cartoonish slapstick , bartleby performs neither one very well .
2032	pos	as any creature-feature fan knows , when you cross toxic chemicals with a bunch of exotic creatures , you get a lot of running around , screaming and death . on that score , the film certainly does n't disappoint .
